Text,all_locs,display_name,address_type,lat,lon,bounding_box
"GU  The allusion made to the Belgian system was as uncalled for in the present controversy as it is unfortuate for your correspondent's arguments. If that system was wrong, it seems it has soon ceased to be practiced; while the system which he is at present arguing against, he admits, is annually extending. But is it really the case, that the Belgian system has become extinct in this neighbourhood ? A part of the system, it is true, has been superseded by the introduction of improved machinery ; but surely a person living ia the vicinity of Lifford cannot but be aware, that many of the methods introduced by the Belgians are still practiced by many farmers in this district— such as turning on the grass, rippling 1he seed, &c. ; and Mr. Galbraith's ‘establishment, in Lifford, is still carried on under the charge of his Belgian superintendant, where flax is prepared and finished for the Belfast, English, and Scotch markets.","['Belfast', None, 'Belfast, Ireland']","Belfast, County Antrim, Northern Ireland / Tuaisceart Éireann, United Kingdom",city,54.596391,-5.9301829,"['54.5306104', '54.6594247', '-6.0454798', '-5.8076879']"
"Farmers Gazette, April 11°, 1846, pages 808-809","['Farmers Gazette', None, 'Farmers Gazette, Ireland']",,,,,
"Most of the epidemics which attack the vegetable, as well as the animal, kingdoms, have generally first made their appearance either on the Continent of Europe, or still farther east in Asia, their progress being from east to west; so that, if an epidemic similar to what occurred last year, should break but in these eastern countries, we can forestall its approach, and prevent it from doing much injury to our potato fields, either by raising the crop at once,- or breaking the communication between the atmosphere and the tubers, by cutting down the stems.- It is an undoubted fact that wherever the crop had been raised last year, or the stems had become withered, and the cellular tissue ceased to perform its functions, that the crop was free from disease. One instance with which we were made acquainted, proves the truth of the statement, that had all the stems been out down before the disease manifested itself, the whole of last year's crop of potatoes might have been saved. A farmer raised a few cart- loads of unripe potatoes from a field about three or four weeks before the disease appeared. These potatoes remained perfectly sound and free from taint all winter; whereas, those on the other part of the field—which had been allowed to remain in the field until after the disease had become general— were almost totally destroyed by it. This fact leads us to conclude, that there is no inherent disease in the potato itself; and also, that we may be able, in future, to guard against the ravages of epidemics by adopting the means above suggested.","['Asia', None, 'Asia, Ireland']",Asia,continent,51.2086975,89.2343748,"['26.2086975', '76.2086975', '64.2343748', '114.2343748']"
"The planting of shoots has been recommended by several individuals, and deserves a trial. The Rev. J. L. Chute has, in the Cork Constitution, advocated this mode in preference to sets or tubers, and more recently he has brought the subject forward at a public meeting, held under the auspices of Matthew Browne, Esq,., in the town of Roscommon. The plan is well worthy of being fairly tried among others, but must not be entirely relied on for the general crop. ;","['Roscommon', None, 'Roscommon, Ireland']","Roscommon County, Michigan, United States",county,44.3326932,-84.6165164,"['44.1604867', '44.5114400', '-84.8558111', '-84.3663205']"
"O  In connection with these precautions, and as the means of diminishing loss from the crop failing, plant only one-half, or less, the usual quantity of potatoes you have been in the custom of doing, and cultivate instead Swedes, Aberdeen, yellow bullock, carrots, parsnips, or mangel-wurzel. These crops are scarcely so edible to human beings as potatoes, but they are far more certain; and so long as the prices of butcher-meat, butter and cheese continue good, the feeding of cattle, cows, sheep, and pigs will prove more profitable than growing potatoes exclusively for sale.","['Aberdeen', None, 'Aberdeen, Ireland']","Aberdeen City, Alba / Scotland, United Kingdom",city,57.1482429,-2.0928095,"['57.0761867', '57.2353072', '-2.3609399', '-2.0161507']"
"Farmers Gazette, April 11°, 1846, page 810","['Farmers Gazette', None, 'Farmers Gazette, Ireland']",,,,,
"Although every one who visits the abode, of plague may not be affected, yet too many are; and although the character of the ensuing season may be so adverse to the disease of last season as to prevent its re-appearance, independent of any extra-precautions; yet this may not be the case. It recurred the second year in Canada; the safest course is to use every precaution which past experience has suggested; and if it shall turn out that J. M. has involved thousands of his fellowmen in famine and ruin by the heedless practice which his letter encouraged, he has dared a fearful responsibility. ;","['Canada', None, 'Canada, Ireland']",Canada,country,61.0666922,-107.991707,"['41.6765556', '83.3362128', '-141.0027500', '-52.3237664']"
"As I have no personal interest in Ireland, my advice could be dictated only by a desire for the public good ;and having advised what I thought best, I am not to be drawn into a disputation with J. M. on the subject.—","['Ireland', None, 'Ireland, Ireland']",Éire / Ireland,country,52.865196,-7.9794599,"['51.2220000', '55.6360000', '-11.0133788', '-5.6582363']"
"Farmers Gazette, April 18, 1846, page 822-823","['Farmers Gazette', None, 'Farmers Gazette, Ireland']",,,,,
"With a view of ascertaining what effect the drying process would produce, we selected four tubers partially diseased, and one sound, which were steeped an hour in water mixed with fresh lime, and then put into a large flower-pot, on the cool end of the flue of a stove, where the temperature ranged between 55 and 60 degrees of Fahrenheit. The diseased tubers soon collapsed, and produced fungi in the course of three weeks, after which they continued to dry up into a hardened mass. The sound tuber remained quite fresh, and was not infected with the fungus, although the others were placed over and under it.","['Fahrenheit', None, 'Fahrenheit, Ireland']","Fahrenheit, Oststadt, Oststadt/Stadtfeld, Hildesheim, Landkreis Hildesheim, Niedersachsen, 31135, Deutschland",neighbourhood,52.1620984,9.9647674,"['52.1605950', '52.1643463', '9.9607231', '9.9705586']"
"Two tubers, partially diseased, of the pink-eye variety, were planted, after dividing one of them, separating the rose from the root end, which produced two plants, one from the whole tuber, and one from the rose end of the cut tuber: they are both strong and coming into bloom. A few of the tip's of the lower leaves of one of the plants have shrivelled, on which the Botrytis has been observed.","['Botrytis', None, 'Botrytis, Ireland']","Impasse du Botrytis Cinerea, Les Grands Champs, Saint-Laurent-des-Vignes, Bergerac, Dordogne, Nouvelle-Aquitaine, France métropolitaine, 24100, France",road,44.816289,0.4547184,"['44.8162261', '44.8162890', '0.4545405', '0.4549952']"
"ie)  observation, from plants raised in the garden, as well as those sent to me from the country, the decay is clearly traceable to the old tuber. it takes place on the lower portion of the stem, generally close to the tuber. In some of the worst cases, I could not observe that the Botrytis had been produced on the leaves, but in two instances it was very evident, and agreed in every way, with the specimens collected last season by the Rev. Mr. Berkley, and kindly communicated to me. In such eases, however, had sound seed been used, it is probable that we should have had no appearance of disease.","['Botrytis', None, 'Botrytis, Ireland']","Impasse du Botrytis Cinerea, Les Grands Champs, Saint-Laurent-des-Vignes, Bergerac, Dordogne, Nouvelle-Aquitaine, France métropolitaine, 24100, France",road,44.816289,0.4547184,"['44.8162261', '44.8162890', '0.4545405', '0.4549952']"
"Although I still consider the mould only an accompaniment of the disease, I am well aware of the vast devastation such minute plants are capable of producing on the tissue of the larger vegetables. The ravages of mildew, smut, and bunt, are well known, and afford familiar instances. The dry- rot—which was formerly such a dreadful pest in rotting the timbers of ships and buildings, caused by the growth of Merulias lachrymans—is another, but happily it has been, to some extent, subdued since the process of steeping timber in certain saline and acid mixtures became general.","['Merulias', None, 'Merulias, Ireland']",,,,,
"276  on peculiar atmospheric conditions for development, it is probable that one out of every million will not vegetate in the same season, in which they are produced, though like the seeds of some of the larger vegetables they may if favourably circumstanced, remain dormant for of time, until the conditions essential to it do occur, when they will appear in quantities, as we occasionally find to be the case. It is not well known how the spores gain access to the vegetable tissue, but Doctor Greville, of Edinburgh, whose knowledge of the fungi is so accurate and extensive, has lately expressed an opinion, that they may at all times inhabit the tissue of those species of plants to which they are respectively peculiar, without, under ordinary circumstances, deranging the vegetable functions, in the same manner as minute parasites infest different parts of the animal structure. A good opportunity occurred casually in the Botanic Garden of affording data to judge of the fearful consequences of the corn fungi when no means are used to check them. In cultivating small samples of so many of the different kinds of the cereal grains as we could procure, constantly on","['Edinburgh', None, 'Edinburgh, Ireland']","City of Edinburgh, Alba / Scotland, United Kingdom",city,55.9533456,-3.1883749,"['55.8187919', '56.0040837', '-3.4495326', '-3.0749528']"
"Mary more interesting cases might be brought forward to show the extensive operations which these minute plants perform in the vegetable economy, which I cannot follow further at present. In the foregoing observations I have endeavoured to treat the subject in rather a popular manner, avoiding such scientific details us would necessarily be tedious, if not uninteresting, to those who have not hitherto turned their attention to such investigations. I believe the only cure yet known for smut and mildew, is steeping the seed, if grain, in chemical solutions calculated to destroy the vegetative principle of the spores of the fungi, with a proper rotation of cropping. My object in noticing the matter in the foregoing part of this paper has been with a view of directing the attention of practical gentlemen to its importance. The fungi which has so uniformly accompanied the potato disease, prove that they have sone connection with it, as I do not think a single tuber on which the decay had progressed to any considerable extent, but what became more or less less covered with the Psilonia rosae of Berkley. At a late meeting of the Highland and Agricultural Society of Scotland a paper was read on this subject by Mr. Goodsir, when a practical gentleman who was present stated that he had been for a number of years in the habit of steeping a bole of wheat in three quarters of a pound of sulphate of copper (or bluestone) dissolved in water, which he had found to be an effectual remedy against the corn fungi. I would beg to suggest to such as are fond of trying experiments, to steep some of the seed potatoes in such solutions as our chemical friends may recommend, being persuaded the root is the right end to begin at in endeavouring to find a remedy for the evil. I am aware that several persons have already tried this, and I am doing so myself, having steeped some in a solution of salt in water, and am making preparation to try the sulphate of copper steep. :","['Psilonia', None, 'Psilonia, Ireland']",,,,,
"Mary more interesting cases might be brought forward to show the extensive operations which these minute plants perform in the vegetable economy, which I cannot follow further at present. In the foregoing observations I have endeavoured to treat the subject in rather a popular manner, avoiding such scientific details us would necessarily be tedious, if not uninteresting, to those who have not hitherto turned their attention to such investigations. I believe the only cure yet known for smut and mildew, is steeping the seed, if grain, in chemical solutions calculated to destroy the vegetative principle of the spores of the fungi, with a proper rotation of cropping. My object in noticing the matter in the foregoing part of this paper has been with a view of directing the attention of practical gentlemen to its importance. The fungi which has so uniformly accompanied the potato disease, prove that they have sone connection with it, as I do not think a single tuber on which the decay had progressed to any considerable extent, but what became more or less less covered with the Psilonia rosae of Berkley. At a late meeting of the Highland and Agricultural Society of Scotland a paper was read on this subject by Mr. Goodsir, when a practical gentleman who was present stated that he had been for a number of years in the habit of steeping a bole of wheat in three quarters of a pound of sulphate of copper (or bluestone) dissolved in water, which he had found to be an effectual remedy against the corn fungi. I would beg to suggest to such as are fond of trying experiments, to steep some of the seed potatoes in such solutions as our chemical friends may recommend, being persuaded the root is the right end to begin at in endeavouring to find a remedy for the evil. I am aware that several persons have already tried this, and I am doing so myself, having steeped some in a solution of salt in water, and am making preparation to try the sulphate of copper steep. :","['Berkley', None, 'Berkley, Ireland']","Berkley, Oakland County, Michigan, 48072, United States",town,42.5030909,-83.1835389,"['42.4883590', '42.5106271', '-83.2034153', '-83.1586283']"
"Mary more interesting cases might be brought forward to show the extensive operations which these minute plants perform in the vegetable economy, which I cannot follow further at present. In the foregoing observations I have endeavoured to treat the subject in rather a popular manner, avoiding such scientific details us would necessarily be tedious, if not uninteresting, to those who have not hitherto turned their attention to such investigations. I believe the only cure yet known for smut and mildew, is steeping the seed, if grain, in chemical solutions calculated to destroy the vegetative principle of the spores of the fungi, with a proper rotation of cropping. My object in noticing the matter in the foregoing part of this paper has been with a view of directing the attention of practical gentlemen to its importance. The fungi which has so uniformly accompanied the potato disease, prove that they have sone connection with it, as I do not think a single tuber on which the decay had progressed to any considerable extent, but what became more or less less covered with the Psilonia rosae of Berkley. At a late meeting of the Highland and Agricultural Society of Scotland a paper was read on this subject by Mr. Goodsir, when a practical gentleman who was present stated that he had been for a number of years in the habit of steeping a bole of wheat in three quarters of a pound of sulphate of copper (or bluestone) dissolved in water, which he had found to be an effectual remedy against the corn fungi. I would beg to suggest to such as are fond of trying experiments, to steep some of the seed potatoes in such solutions as our chemical friends may recommend, being persuaded the root is the right end to begin at in endeavouring to find a remedy for the evil. I am aware that several persons have already tried this, and I am doing so myself, having steeped some in a solution of salt in water, and am making preparation to try the sulphate of copper steep. :","['Highland', None, 'Highland, Ireland']","Highland, Alba / Scotland, United Kingdom",county,57.5066357,-5.0038367,"['56.4971546', '58.6975193', '-6.7897027', '-3.0239614']"
"An experiment of this nature is now being tried in the Garden, at the suggestion of his excellency the Lord Lieutenant. I have been directed by the council of the Royal Dublin Society to remove the young shoots, produced from diseased tubers, and plant them separately, to prove what effect that will have in staying the decay, the results of which I shall have the honour of reporting to the Society at a future period.","['Garden', None, 'Garden, Ireland']","Garden County, Nebraska, United States",county,41.6440533,-102.3392806,"['41.2210540', '42.0094720', '-102.6792140', '-101.9853360']"
"Farmers Gazette, April 18"", 1846, page 826","['Farmers Gazette', None, 'Farmers Gazette, Ireland']",,,,,
"I have lately read in the Universal Prussian Gazette, that ""the very soil is corrupted by the disease.” In Prussia, they must have some reason for this affirmation, and our safest course is, to take the precaution dictated by this","['Universal Prussian Gazette', None, 'Universal Prussian Gazette, Ireland']",,,,,
"I have lately read in the Universal Prussian Gazette, that ""the very soil is corrupted by the disease.” In Prussia, they must have some reason for this affirmation, and our safest course is, to take the precaution dictated by this","['Prussia', None, 'Prussia, Ireland']","Prussia, Adair County, Iowa, United States",hamlet,41.3738765,-94.506357,"['41.3538765', '41.3938765', '-94.5263570', '-94.4863570']"
"Yours, &e., P. Garden, Glenae, Dumfries, 13"" April, 1846.","['P. Garden', None, 'P. Garden, Ireland']","Garden, Soma, Jarra West, Mansakonko, Lower River, Gambia",farmland,13.447780250000001,-15.541616807168108,"['13.4476712', '13.4478893', '-15.5417889', '-15.5414447']"
"P.S.—By turning to your GAZETTE of 29th November last, you will see that all my inorganic manures manifestly diminished the potato crop, and Epsom salt more than any other. In lot 6th, the Epsom salt was decomposed by chalk, and part of the evil was thus prevented; but in lot 12th, where lime was not present (cither in chalk or bone-dust), the salts were highly pernicious. I intend, this season, to plant either without dung, or by covering a small portion of dung, as you recommend; and. when the plants are above ground, to sow guano in the","['P.S.—By', None, 'P.S.—By, Ireland']","P&S, By Pass, Chone, 130701, Ecuador",amenity,-0.707946,-80.1008414,"['-0.7079960', '-0.7078960', '-80.1008914', '-80.1007914']"
"Farmers Gazette, April 18°"", 1846, page 826","['Farmers Gazette', None, 'Farmers Gazette, Ireland']",,,,,
"POTATO SEED Farmers Gazette, April 18'"", 1846, pages 826-827","['Farmers Gazette', None, 'Farmers Gazette, Ireland']",,,,,
"After this insinuation, I think, sir, it is but fair that the public, who may feel an interest in Mr. Macklin's excellent letter, should be told who the writer is. Mr. Macklin is a respectable steward and gardener, an Irishman, possessing talents of the first order, of great professional experience, acquired in England as well as in Ireland; a man of powerful mind, of studious habits, and who paid more attention to the practical and scientific culture of potatoes, the cause and prevention of their","['England', None, 'England, Ireland']","England, United Kingdom",state,52.5310214,-1.2649062,"['49.6740000', '55.9170000', '-6.7047494', '2.0919117']"
"After this insinuation, I think, sir, it is but fair that the public, who may feel an interest in Mr. Macklin's excellent letter, should be told who the writer is. Mr. Macklin is a respectable steward and gardener, an Irishman, possessing talents of the first order, of great professional experience, acquired in England as well as in Ireland; a man of powerful mind, of studious habits, and who paid more attention to the practical and scientific culture of potatoes, the cause and prevention of their","['Ireland', None, 'Ireland, Ireland']",Éire / Ireland,country,52.865196,-7.9794599,"['51.2220000', '55.6360000', '-11.0133788', '-5.6582363']"
"I should be disposed to stop hero with Mr. Garden, were it not for an insinuation he has thrown out of a nature less charitable than the sneer he would indulge in—an insinuation attempting to disparage the character of an agriculturist fully as respectable in that capacity as he is at least, whatever his station may be. The in- sinuation is this : in speaking of the disease in Canada— "" If it shall turn out that J. M. has involved thousands of his fellowmen in famine and ruin by the heedless practice which his letter encouraged, he has, dared a fearful responsibility."" It may be some consolation to Mr. Garden, whose solicitude for Old Ireland appears so great to be told, he has nothing dangerous in our regard to apprehend from the letter of Mr. Macklin. Mr. Garden further says—"" It is quite possible that my letter may have been likely to mar the prospects of some who hoped to pocket a high price for seed potatoes grown in low warm soils. It is the interest of such "" gentlemen"" to laugh at my cautions and be witty over my words” It is but justice to Mr. Garden to say, his “words"" are not so very mischievous as he would suppose in exciting the "" broad grin"" or "" sharp wit"" of the "" gentlemen"" he alludes to; nor is Mr. Macklin so much as one of the class even.","['Canada', None, 'Canada, Ireland']",Canada,country,61.0666922,-107.991707,"['41.6765556', '83.3362128', '-141.0027500', '-52.3237664']"
"I should be disposed to stop hero with Mr. Garden, were it not for an insinuation he has thrown out of a nature less charitable than the sneer he would indulge in—an insinuation attempting to disparage the character of an agriculturist fully as respectable in that capacity as he is at least, whatever his station may be. The in- sinuation is this : in speaking of the disease in Canada— "" If it shall turn out that J. M. has involved thousands of his fellowmen in famine and ruin by the heedless practice which his letter encouraged, he has, dared a fearful responsibility."" It may be some consolation to Mr. Garden, whose solicitude for Old Ireland appears so great to be told, he has nothing dangerous in our regard to apprehend from the letter of Mr. Macklin. Mr. Garden further says—"" It is quite possible that my letter may have been likely to mar the prospects of some who hoped to pocket a high price for seed potatoes grown in low warm soils. It is the interest of such "" gentlemen"" to laugh at my cautions and be witty over my words” It is but justice to Mr. Garden to say, his “words"" are not so very mischievous as he would suppose in exciting the "" broad grin"" or "" sharp wit"" of the "" gentlemen"" he alludes to; nor is Mr. Macklin so much as one of the class even.","['Old Ireland', None, 'Old Ireland, Ireland']","Old (Abbeystrewry) Schoolhouse, Rossa Road / The Cutting, Skibbereen Urban, Skibbereen, County Cork, Munster, P81 VF72, Éire / Ireland",building,51.54857955,-9.270638399202133,"['51.5485230', '51.5486586', '-9.2707305', '-9.2705207']"
"Yours, &c., EDWARD CARROLL. Dublin, 3, Oriel-street, April 13'"", 1846.","['Dublin', None, 'Dublin, Ireland']","Dublin, County Dublin, Leinster, Éire / Ireland",city,53.3493795,-6.2605593,"['53.2987342', '53.4105416', '-6.3870259', '-6.1148829']"
"THE POTATO DISEASE Farmers Gazette, April 25th 1846, pages 837-838","['Farmers Gazette', None, 'Farmers Gazette, Ireland']",,,,,
"The prospects of the farmers with regard to the potato crop of 1846, are brightening, unreasonable fears are giving way to more confident expectations, and the feverish excitement which the public mind has laboured under for the last few months, is subsiding into a more calm and rational condition. Professor Johnston and the other gentlemen, appointed along with him to investigate ""the Potato Disease in Scotland,"" have published their second pamphlet on this subject, from which it appears that no very serious scarcity of seed exists in that country, and that reasonable hopes are entertained of a remunerative crop being obtained this year. The Scotch are proverbial for their caution; and seldom has the national characteristic been so strongly exemplified, as in the investigation of the potato disease. While several writers in","['Scotland', None, 'Scotland, Ireland']","Alba / Scotland, United Kingdom",state,56.7861112,-4.1140518,"['54.4339831', '61.0610000', '-14.0155170', '-0.3209221']"
"282  the south were thundering forth denunciations against the potato crop of 1846, and horrifying every man, woman, and child in the United Kingdom, with the prospect of losing the potato and being reduced to the necessity of living on Jerusalem artichokes, and other unpalatable roots, with hard names, and harder hearts, the ""canny"" Scotch have been silently, yet persevering, accumulating facts by experiments and information collected from all quarters.","['the United Kingdom', None, 'the United Kingdom, Ireland']","The (Oval) Banqueting Suite, 372, Stratford Road, Sparkhill, Sparkbrook, Birmingham, West Midlands Combined Authority, England, B11 4AB, United Kingdom",building,52.45777545,-1.869209938214711,"['52.4576816', '52.4580336', '-1.8696421', '-1.8688657']"
"Further Mr. Hugh Hunter of Poteath farm. West Kilbride, Ayrshire, writes us as follows :—' I planted about half an acre of potatoes in the middle of last May with common farm-yard dung. The seed was very much diseased, as I had a little of the disease the previous year. The potatoes did not keep well in the pits, and looked very bad at the time of planting. I had almost no hope of their growing at all. The crop grown was the freest of the disease I have seen this season—scarcely a bad one—and has kept best over winter.""","['West Kilbride', 'West Kilbride, Ayrshire', 'West Kilbride, Ireland']","West Kilbride, North Ayrshire, Alba / Scotland, KA23 9AP, United Kingdom",town,55.6947934,-4.8572629,"['55.6547934', '55.7347934', '-4.8972629', '-4.8172629']"
"Further Mr. Hugh Hunter of Poteath farm. West Kilbride, Ayrshire, writes us as follows :—' I planted about half an acre of potatoes in the middle of last May with common farm-yard dung. The seed was very much diseased, as I had a little of the disease the previous year. The potatoes did not keep well in the pits, and looked very bad at the time of planting. I had almost no hope of their growing at all. The crop grown was the freest of the disease I have seen this season—scarcely a bad one—and has kept best over winter.""","['Ayrshire', None, 'Ayrshire, Ireland']","Ayrshire, Alba / Scotland, KA5 5NL, United Kingdom",county,55.5,-4.5,"['54.8000000', '56.2000000', '-5.2000000', '-3.8000000']"
"284  ""Experiments recently made in Sussex, and reported to the Royal Agricultural Society, as well as others made in Belgium, have led to similar satisfactory results. We are sanguine enough to believe, therefore, that, so far as the seed is concerned, there is good hope for the potato grower still.""","['Sussex', None, 'Sussex, Ireland']","Sussex County, Virginia, United States",county,36.9096897,-77.2741121,"['36.7071351', '37.1139679', '-77.6197328', '-76.9535356']"
"284  ""Experiments recently made in Sussex, and reported to the Royal Agricultural Society, as well as others made in Belgium, have led to similar satisfactory results. We are sanguine enough to believe, therefore, that, so far as the seed is concerned, there is good hope for the potato grower still.""","['Belgium', None, 'Belgium, Ireland']",België / Belgique / Belgien,country,50.6402809,4.6667145,"['49.4969821', '51.5507810', '2.3889137', '6.4080970']"
"When half dung is ploughed in, the other half may be replaced by soot, by guano, by a mixture of four bushels of bones dissolved in sulphuric acid, with one cwt. of Peruvian or Ichaboe guano, and one cwt. of sulphate of magnesia, or of the same quantity of bones, with half a cwt. each of nitrate, sulphate, and carbonate of soda, sulphate of potash, and of sulphate of magnesia. These mixtures may either be put into the drills when the potatoes are planted, or may be applied as a top-dressing before the potatoes are earthed up.","['Ichaboe', None, 'Ichaboe, Ireland']","Ichaboe Island, Namibia",islet,-26.2888983,14.936668223199725,"['-26.2907421', '-26.2870430', '14.9355362', '14.9378510']"
"Farmers Gazette, May 2"", 1846, page 9","['Farmers Gazette', None, 'Farmers Gazette, Ireland']",,,,,
"siR — In the Pamphlet, No. 7, on the Potato Disease in Scotland, which ! lately sent you, there is a very valuable suggestion in relation to the steeping the sets ‘intended for planting, in very dilute sulphuric acid, and afterwards dusting them with quick lime.","['Scotland', None, 'Scotland, Ireland']","Alba / Scotland, United Kingdom",state,56.7861112,-4.1140518,"['54.4339831', '61.0610000', '-14.0155170', '-0.3209221']"
"Yours, &c., Fitzherbert Filgate, Edinburgh, April 27, 1846.","['Edinburgh', None, 'Edinburgh, Ireland']","City of Edinburgh, Alba / Scotland, United Kingdom",city,55.9533456,-3.1883749,"['55.8187919', '56.0040837', '-3.4495326', '-3.0749528']"
"Farmers Gazette, May 2""°, 1846, page 10","['Farmers Gazette', None, 'Farmers Gazette, Ireland']",,,,,
"I am, sir, JAMES WADDEM,,. Steward to Sir K. Shaw, Bart., Bushy Park, 6th May, 1846.","['Bushy Park', None, 'Bushy Park, Ireland']","Bushy Park, London Borough of Richmond upon Thames, London, Greater London, England, United Kingdom",park,51.416862550000005,-0.33704438583615454,"['51.4066038', '51.4270556', '-0.3590565', '-0.3122781']"
"ON THE POTATO DISEASE Farmers Gazette, May 9'"", 1846, page 25","['Farmers Gazette', None, 'Farmers Gazette, Ireland']",,,,,
"siIR—There have been but few subjects which has been so extensively or so well discussed as the epidemic which affected the potato crop last year all over Europe, more especially in this country. The subsequent remedial measures for preserving the potato, and the observations with respect to their future cultivation, have all been ably handled through the pages of your valuable GAZETTE.","['Europe', None, 'Europe, Ireland']",Europe,continent,51.0,10.0,"['26.0000000', '76.0000000', '-15.0000000', '35.0000000']"
"Your readers are aware that epidemics have prevailed for time immemorial all over the globe—more especially since the year 1817, when the blue (or spasmodic) cho- lera first broke out in India. Since we were visited in Europe by that dreadful scourge, a most severe epidemic has destroyed an immense number of cattle, sheep, and swine, &c.; yet, when cholera was depopulating the country to an alarming extent, no one, I believe, even dreamed that the human race was about to become extinct: or, since then, that of the lower class of animals, &c.","['India', None, 'India, Ireland']",India,country,22.3511148,78.6677428,"['6.5531169', '35.6745457', '67.9544415', '97.3955610']"
"Your readers are aware that epidemics have prevailed for time immemorial all over the globe—more especially since the year 1817, when the blue (or spasmodic) cho- lera first broke out in India. Since we were visited in Europe by that dreadful scourge, a most severe epidemic has destroyed an immense number of cattle, sheep, and swine, &c.; yet, when cholera was depopulating the country to an alarming extent, no one, I believe, even dreamed that the human race was about to become extinct: or, since then, that of the lower class of animals, &c.","['Europe', None, 'Europe, Ireland']",Europe,continent,51.0,10.0,"['26.0000000', '76.0000000', '-15.0000000', '35.0000000']"
"Those who have observed the progress of cholera in this country, must remember what precautions were had recourse to, to mitigate its attack, and to prevent its spreading; and the result of the precautionary measures then adopted have ever since been obviously most beneficially shown, on the improved health of the community very generally, where the disease visited, but more particularly in Ireland.","['Ireland', None, 'Ireland, Ireland']",Éire / Ireland,country,52.865196,-7.9794599,"['51.2220000', '55.6360000', '-11.0133788', '-5.6582363']"
"lam, &c, M. STEILL, Dublin, May 6, 1846.","['Dublin', None, 'Dublin, Ireland']","Dublin, County Dublin, Leinster, Éire / Ireland",city,53.3493795,-6.2605593,"['53.2987342', '53.4105416', '-6.3870259', '-6.1148829']"
"Farmers Gazette, May 9'"", 1846, pages 58-59","['Farmers Gazette', None, 'Farmers Gazette, Ireland']",,,,,
"O  THE POTATO CROP, AGRICULTURAL IMPROVEMENTS, ETC. Farmers Gazette, May 9"", 1846, page 59","['Farmers Gazette', None, 'Farmers Gazette, Ireland']",,,,,
"Sir—May I request that you will allow me to trespass a little on your valuable time, and widely circulated columns, while I point out the evident distress prevailing in this part of the country where I at present reside, regarding seed, for the present crop, both potatoes and oats, in which the classes are very much deficient, and in all probability would have been unable to put in a crop this season, had it not been for the liberality of the soil proprietor, C.K. O'Hara, Esq., and his goodhearted agent, R, Beere, Esq., who have been distributed a full supply to their tenantry of the following seeds, namely— Potatoes, clover, grass-seed, turnips, rape, cabbages: vetches, &c., &c., and a sufficient supply of that valuable manure, guano, to apply to the crops.","['Beere', 'Beere, Esq', 'Beere, Ireland']","Buur Beere, Belet Weyne بلد وين, Hiiraan هيران, Hirshabeelle هيرشابيل, Soomaaliya الصومال",hill,4.7825,45.458333,"['4.7824500', '4.7825500', '45.4582830', '45.4583830']"
"Sir—May I request that you will allow me to trespass a little on your valuable time, and widely circulated columns, while I point out the evident distress prevailing in this part of the country where I at present reside, regarding seed, for the present crop, both potatoes and oats, in which the classes are very much deficient, and in all probability would have been unable to put in a crop this season, had it not been for the liberality of the soil proprietor, C.K. O'Hara, Esq., and his goodhearted agent, R, Beere, Esq., who have been distributed a full supply to their tenantry of the following seeds, namely— Potatoes, clover, grass-seed, turnips, rape, cabbages: vetches, &c., &c., and a sufficient supply of that valuable manure, guano, to apply to the crops.","['Esq', None, 'Esq, Ireland']",,,,,
"292  monomania, used to say, that any nation or country that would submit to live on such a root as the potato, deserved to be wretched. Although Ireland presents a somewhat remarkable coincidence of human suffering, and an excessive use of the potato as an article of diet, yet, to condemn the cultivation of it altogether on such grounds would be absurd. It is the abuse, and not the use of the potato as an article of food, that deserves reprobation. That the Irish peasant has carried the vise of potatoes to an extent extremely detrimental to the development of his muscular powers, cannot be denied; but as he has been accustomed all his life to ‘the potato as the main article of his daily subsistence, it would not merely be unwise, but most injurious to his health, were he to abandon suddenly that description of food upon which his body has been reared.","['Ireland', None, 'Ireland, Ireland']",Éire / Ireland,country,52.865196,-7.9794599,"['51.2220000', '55.6360000', '-11.0133788', '-5.6582363']"
"STOLEN CROP OF POTATOES . Farmers Gazette, June 13"", 1846, pages 106-107","['Farmers Gazette', None, 'Farmers Gazette, Ireland']",,,,,
"Yours, &c., JAMES MACKLIN, Edenmore, June 10, 1846.","['Edenmore', None, 'Edenmore, Ireland']","Edenmore, Derrygrath, The Municipal District of Cahir — Cashel, County Tipperary, Munster, Éire / Ireland",locality,52.37463805,-7.870141955403574,"['52.3724841', '52.3770535', '-7.8772022', '-7.8639594']"
"MEAL AND FLOUR OF POTATO . Farmers Gazette, June 20°, 1846, page 123","['Farmers Gazette', None, 'Farmers Gazette, Ireland']",,,,,
"It is right I should also observe, that the process i so simple, that it can be carried into effect by the poorest cottier—a pot,.a grater, and a spade, aided by a few bags for drying the meal, are all he actually requires if he have not better. Were the peasantry of Ireland to be dependant upon machinery to lift them from their misery, -that misery would be indeed protracted—but in this case it is not so; and feeling that you will willingly lend your aid to to make known facts which concern all, who wish well to our country, or comfort to our poor. I remain, sir—","['Ireland', None, 'Ireland, Ireland']",Éire / Ireland,country,52.865196,-7.9794599,"['51.2220000', '55.6360000', '-11.0133788', '-5.6582363']"
